track_id,track_name,track_artist_id,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
20471,Hold Me While You Wait - Steve Void Remix,5402,Lewis Capaldi,63,3968,Hold Me While You Wait (Steve Void Remix),2019-06-21,Pop Remix,235,pop,dance pop,0.675,0.76,11,-7.037,1,0.0434,0.104,0.0,0.33,0.468,124.933,172800
8531,One Thing Right - Firebeatz Remix,6093,Marshmello,66,3120,One Thing Right (Remixes),2019-08-09,Pop Remix,235,pop,dance pop,0.682,0.851,1,-7.117,0,0.0363,0.0146,0.000834,0.0289,0.348,126.0,192381
7265,Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,2893,Ellie Goulding,8,16333,Close To Me (Remixes),2019-02-01,Pop Remix,235,pop,dance pop,0.663,0.905,1,-3.781,0,0.0511,0.0325,0.0,0.333,0.397,125.996,175000
15870,So Am I - Toby Green Remix,730,Ava Max,62,14074,So Am I (Toby Green Remix),2019-05-23,Pop Remix,235,pop,dance pop,0.625,0.938,6,-3.983,1,0.0517,0.00432,0.00026,0.0923,0.371,127.997,166875
6209,When You Leave - Breathe Carolina Remix,6873,Nikki Vianna,30,18557,When You Leave (Breathe Carolina Remix),2019-04-19,Pop Remix,235,pop,dance pop,0.679,0.909,1,-2.929,1,0.105,0.0334,0.0,0.269,0.819,119.885,155080
5769,Mother - Fedde Le Grand Remix,1677,Charlie Puth,56,7178,Mother (Fedde Le Grand Remix),2019-11-01,Pop Remix,235,pop,dance pop,0.641,0.869,11,-4.754,1,0.0423,0.0319,0.00131,0.403,0.358,128.091,178125
16507,Signs - Eden Prince Remix,8747,Starley,56,6032,Signs (Eden Prince Remix),2018-11-30,Pop Remix,235,pop,dance pop,0.702,0.814,0,-7.51,0,0.0841,0.107,3.03e-05,0.374,0.503,121.993,172000
943,Ruin My Life - Steve James Remix,10416,Zara Larsson,58,19953,Ruin My Life (Remixes),2018-11-23,Pop Remix,235,pop,dance pop,0.723,0.837,11,-6.487,1,0.0389,0.0103,0.000477,0.0834,0.643,123.952,177097
25987,Torn - KREAM Remix,730,Ava Max,60,19422,Torn (KREAM Remix),2019-09-05,Pop Remix,235,pop,dance pop,0.742,0.864,0,-5.06,1,0.0976,0.00141,0.00467,0.241,0.727,125.032,169935
27667,Quite Miss Home - Steve Void Remix,4294,James Arthur,60,12473,Quite Miss Home (Steve Void Remix),2019-11-22,Pop Remix,235,pop,dance pop,0.716,0.815,10,-4.121,1,0.0533,0.108,0.0,0.163,0.351,124.975,220413
17740,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,5786,MAX,55,9431,Love Me Less (Remixes),2019-06-21,Pop Remix,235,pop,dance pop,0.748,0.831,1,-5.029,1,0.115,0.0823,7.36e-05,0.0757,0.894,128.024,185273
18180,Happier - Matt Medved Remix,6093,Marshmello,59,11915,Happier (Remixes Pt. 2),2018-11-30,Pop Remix,235,pop,dance pop,0.816,0.833,5,-5.972,1,0.0511,0.126,9.09e-06,0.0625,0.793,122.032,170164
26269,Side Effects - Fedde Le Grand Remix,9215,The Chainsmokers,63,10413,Side Effects - Remixes,2018-07-25,Pop Remix,235,pop,dance pop,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,172360
24600,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],4031,ILLENIUM,67,5454,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],2019-07-12,Pop Remix,235,pop,dance pop,0.563,0.81,2,-2.921,1,0.0522,0.00522,0.0,0.0846,0.495,129.975,247385
19971,Paradise - Bazzi vs. Black Caviar Remix,929,Bazzi vs.,55,1389,Paradise (Bazzi vs. Black Caviar Remix),2019-06-27,Pop Remix,235,pop,dance pop,0.728,0.815,11,-2.878,0,0.046,0.00223,0.000317,0.101,0.681,124.019,218015
21322,White Mercedes - EDX's Miami Sunset Remix,1675,Charli XCX,56,9146,White Mercedes (EDX's Miami Sunset Remix),2019-10-25,Pop Remix,235,pop,dance pop,0.846,0.773,5,-3.503,1,0.0473,0.0141,2.23e-05,0.204,0.586,124.008,200444
24727,Higher Love,5170,Kygo,87,14389,Higher Love,2019-06-28,Pop Remix,235,pop,dance pop,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267
10524,Unlove You,646,Armin van Buuren,62,19605,Unlove You,2019-10-18,Pop Remix,235,pop,dance pop,0.678,0.928,3,-3.66,0,0.0597,0.0303,3.33e-05,0.143,0.663,116.892,150160
14393,bad guy (with Justin Bieber),1080,Billie Eilish,83,19656,bad guy (with Justin Bieber),2019-07-11,Pop Remix,235,pop,dance pop,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,194840
14919,Freaking Me Out - Keanu Silva Remix,730,Ava Max,55,19991,Freaking Me Out (Keanu Silva Remix),2019-11-01,Pop Remix,235,pop,dance pop,0.755,0.931,1,-4.104,0,0.0606,0.132,0.0271,0.0854,0.288,122.041,177466
11600,Heaven Can Wait - The Aston Shuffle Remix,8452,Sia,61,19375,Heaven Can Wait (The Aston Shuffle Remix),2019-05-24,Pop Remix,235,pop,dance pop,0.622,0.859,5,-7.626,1,0.0636,0.000609,0.746,0.0909,0.442,121.968,218373
9973,When It Comes To You - Benny Benassi & BB Team Remix,8306,Sean Paul,56,3125,When It Comes To You (Remixes),2019-10-25,Pop Remix,235,pop,dance pop,0.789,0.893,10,-4.364,0,0.168,0.0538,0.0,0.221,0.41,121.956,144073
25955,Gone - The Wild Remix,1675,Charli XCX,57,7112,Gone (The Wild Remix),2019-08-09,Pop Remix,235,pop,dance pop,0.64,0.838,6,-4.203,1,0.0416,0.0588,1.99e-05,0.0424,0.587,124.081,193861
22392,American Boy - Brooks Remix,2994,Estelle,56,8241,American Boy (Brooks Remix),2019-06-14,Pop Remix,235,pop,dance pop,0.609,0.764,5,-4.564,0,0.111,0.0994,0.0,0.197,0.531,128.082,200625
506,Million Pieces - M-22 Remix,920,Bastille,53,13887,Million Pieces (M-22 Remix),2019-09-27,Pop Remix,235,pop,dance pop,0.64,0.992,4,-3.318,0,0.0585,0.0832,0.0083,0.109,0.479,123.951,166237
4288,joy. (R3HAB Remix),10534,for KING & COUNTRY,56,7835,joy. (R3HAB Remix),2019-01-25,Pop Remix,235,pop,dance pop,0.75,0.81,0,-4.607,0,0.0572,0.0917,1.59e-05,0.111,0.48,120.038,171500
21272,Crash Into Me - Settle Down Steavis Aoki Remix,8793,Steve Aoki,34,18247,Crash Into Me (Settle Down Steavis Aoki Remix),2019-11-12,Pop Remix,235,pop,dance pop,0.535,0.956,1,-2.996,0,0.0343,0.000609,0.0109,0.262,0.12,127.984,266719
13650,Old Town Road - Diplo Remix,5454,Lil Nas X,74,17759,Old Town Road (Diplo Remix),2019-04-29,Pop Remix,235,pop,dance pop,0.766,0.771,6,-9.108,1,0.0576,0.00407,3.76e-06,0.113,0.297,140.036,204027
21165,Lovers + Strangers - GATTÜSO Remix,8747,Starley,46,9336,Lovers + Strangers (GATTÜSO Remix),2019-11-15,Pop Remix,235,pop,dance pop,0.649,0.821,10,-4.952,0,0.0472,0.017,0.000347,0.0655,0.394,125.977,203968
12191,Promises (with Sam Smith) - David Guetta Remix,1501,Calvin Harris,63,21646,Promises (with Sam Smith) [Remixes],2018-10-19,Pop Remix,235,pop,dance pop,0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,190417
9452,Flames (with ZAYN) - R3HAB & Skytech VIP Remix,7601,R3HAB,55,242,Flames (with ZAYN) (R3HAB & Skytech VIP Remix),2019-12-12,Pop Remix,235,pop,dance pop,0.355,0.789,5,-4.358,0,0.165,0.0148,0.0,0.0355,0.169,80.444,237686
14204,What Am I - SONDR Remix,10126,Why Don't We,52,4409,What Am I (SONDR Remix),2019-11-01,Pop Remix,235,pop,dance pop,0.542,0.84,0,-5.283,0,0.0419,0.0336,8.45e-05,0.277,0.509,118.02,180361
6705,Cool Kids,7068,Olympis,67,4666,Cool Kids,2019-11-01,Pop Remix,235,pop,dance pop,0.735,0.5,8,-11.297,1,0.0511,0.415,3.12e-05,0.13,0.119,126.1,139048
19765,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,2170,DJ Snake,63,14196,Loco Contigo (with J. Balvin & Tyga) [Cedric Gervais Remix],2019-08-09,Pop Remix,235,pop,dance pop,0.752,0.84,6,-4.451,0,0.0373,0.00486,0.0109,0.0916,0.461,124.002,279800
25180,All Star - Breathe Carolina Remix,8581,Smash Mouth,60,16828,All Star (Breathe Carolina Remix),2019-08-23,Pop Remix,235,pop,dance pop,0.748,0.903,3,-5.877,0,0.0385,0.0324,0.0,0.106,0.751,115.018,217043
22569,Trampoline - Dave Audé Remix,8088,SHAED,45,8145,Melt (Deluxe),2019-12-27,Pop Remix,235,pop,dance pop,0.607,0.955,7,-3.613,0,0.102,0.0163,0.121,0.0725,0.501,125.984,230476
16083,Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,2333,David Guetta,58,15159,Stay (Don't Go Away) [feat. Raye] [Mark Knight Remix],2019-07-11,Pop Remix,235,pop,dance pop,0.607,0.995,9,-2.325,0,0.0487,0.0921,0.002,0.0445,0.664,124.998,188640
6596,With You - Dexter Remix,4885,Kaskade,51,16365,With You - The Remixes,2019-09-12,Pop Remix,235,pop,dance pop,0.679,0.786,1,-6.918,0,0.132,0.119,5.89e-06,0.224,0.47,126.092,196613
16930,Safety (feat. DJ Snake) - Dark Heart 2am Mix,3414,GASHI,58,9203,Safety (The Dark Heart Remixes) (feat. DJ Snake),2019-11-15,Pop Remix,235,pop,dance pop,0.714,0.801,5,-5.8,0,0.0301,0.0204,0.00615,0.334,0.292,124.015,210000
22368,Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,929,Bazzi vs.,56,18433,Beautiful (feat. Camila Cabello) [Bazzi vs. EDX's Ibiza Sunrise Remix],2018-09-28,Pop Remix,235,pop,dance pop,0.69,0.862,2,-4.154,1,0.0944,0.0611,1.85e-05,0.238,0.453,121.975,187869
14178,Talk - Disclosure VIP,4988,Khalid,60,11651,Talk (Disclosure VIP),2019-03-27,Pop Remix,235,pop,dance pop,0.775,0.867,4,-7.388,0,0.204,0.0158,0.0117,0.0355,0.565,128.956,273229
15993,Spicy - Majestic Remix,3894,Herve Pagez,48,4164,Spicy (with Diplo & Charli XCX) [Remixes],2019-10-11,Pop Remix,235,pop,dance pop,0.814,0.838,11,-5.547,1,0.0763,0.001,0.0223,0.0185,0.959,121.978,255861
22995,Don't Leave Me Lonely (feat. Yebba) - Claptone Remix,6071,Mark Ronson,56,21848,Don't Leave Me Lonely (feat. Yebba) [Claptone Remix],2019-10-04,Pop Remix,235,pop,dance pop,0.784,0.779,8,-5.48,1,0.0387,0.0357,0.025,0.0245,0.459,124.994,216714
7697,Treehouse - R3HAB Remix,4294,James Arthur,56,18845,Treehouse (R3HAB Remix),2019-09-13,Pop Remix,235,pop,dance pop,0.367,0.783,6,-4.504,1,0.154,0.00515,0.0,0.0545,0.289,88.013,192653
22400,Hearts Ain't Gonna Lie - Eden Prince Remix,640,Arlissa,65,49,"Hearts Ain't Gonna Lie (Remixes, Pt. 1)",2018-02-09,Pop Remix,235,pop,dance pop,0.609,0.83,6,-3.759,0,0.0793,0.201,6.18e-05,0.0321,0.604,117.833,238451
293,Call You Mine,9215,The Chainsmokers,39,4113,World War Joy,2019-05-31,Dance Pop,190,pop,dance pop,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,217653
3025,Post Malone (feat. RANI),8189,Sam Feldt,83,11756,Magnets EP,2019-05-24,Dance Pop,190,pop,dance pop,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444
20725,Here With Me,6093,Marshmello,83,18589,Here With Me,2019-03-08,Dance Pop,190,pop,dance pop,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347
22702,Easier - Seeb Remix,68,5 Seconds of Summer,71,4040,Easier (Seeb Remix),2019-07-12,Dance Pop,190,pop,dance pop,0.564,0.747,5,-3.374,1,0.0584,0.0728,0.0,0.151,0.717,97.878,165767
15967,Sixteen,2893,Ellie Goulding,81,15031,Sixteen,2019-04-12,Dance Pop,190,pop,dance pop,0.669,0.801,8,-5.445,1,0.136,0.268,0.0,0.0594,0.541,109.919,201072
19590,Never Really Over,4897,Katy Perry,85,9715,Never Really Over,2019-05-31,Dance Pop,190,pop,dance pop,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523
15455,All You Need To Know (feat. Calle Lehmann),3695,Gryffin,76,2821,All You Need To Know (feat. Calle Lehmann),2019-03-27,Dance Pop,190,pop,dance pop,0.513,0.788,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.234,139.987,238459
20139,I Miss Myself (with HRVY),6676,NOTD,71,788,I Miss Myself (with HRVY),2019-05-03,Dance Pop,190,pop,dance pop,0.72,0.864,0,-3.249,1,0.208,0.0856,0.0,0.16,0.659,96.048,191612
14237,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,2782,Ed Sheeran,65,278,South of the Border (feat. Camila Cabello & Cardi B) [Sam Feldt Remix],2019-10-04,Dance Pop,190,pop,dance pop,0.789,0.858,5,-4.388,1,0.0404,0.22,4.58e-05,0.335,0.491,110.012,173455
25205,Takeaway (feat. Lennon Stella),9215,The Chainsmokers,67,3888,World War Joy...Takeaway,2019-07-24,Dance Pop,190,pop,dance pop,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,209893
12331,All the Time,10416,Zara Larsson,74,14403,All the Time,2019-06-21,Dance Pop,190,pop,dance pop,0.665,0.799,6,-2.868,0,0.0617,0.18,0.0,0.125,0.5,101.976,228112
15841,What I Like About You (feat. Theresa Rex),4606,Jonas Blue,81,19427,What I Like About You (feat. Theresa Rex),2019-03-22,Dance Pop,190,pop,dance pop,0.46,0.8,1,-3.584,1,0.05,0.289,6.16e-06,0.121,0.553,102.46,220396
7120,With You,4885,Kaskade,71,188,With You,2019-06-14,Dance Pop,190,pop,dance pop,0.362,0.921,1,-3.815,0,0.486,0.123,0.0,0.19,0.529,172.191,180840
7220,Body Back (feat. Maia Wright),3695,Gryffin,75,10229,Body Back (feat. Maia Wright),2019-10-18,Dance Pop,190,pop,dance pop,0.686,0.83,8,-4.437,1,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,214634
23910,Not Ok,5170,Kygo,73,9533,Not Ok,2019-05-23,Dance Pop,190,pop,dance pop,0.618,0.66,11,-8.14,0,0.0372,0.0292,2.07e-06,0.325,0.408,105.0,210944
21358,Ruin My Life,10416,Zara Larsson,79,6366,Ruin My Life,2018-10-18,Dance Pop,190,pop,dance pop,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932
4090,I Wanna Know (feat. Bea Miller),6676,NOTD,74,8686,I Wanna Know (feat. Bea Miller),2018-03-16,Dance Pop,190,pop,dance pop,0.661,0.725,6,-4.859,1,0.0563,0.0253,0.0,0.123,0.605,119.927,197939
11652,Better With You,62,3LAU,63,12299,Better With You,2019-03-01,Dance Pop,190,pop,dance pop,0.571,0.752,3,-4.872,1,0.0293,0.0196,6.92e-05,0.114,0.25,102.043,192941
14377,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",5170,Kygo,79,4631,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",2019-04-19,Dance Pop,190,pop,dance pop,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,215316
23757,Polaroid,4606,Jonas Blue,16,20213,Blue,2018-11-09,Dance Pop,190,pop,dance pop,0.652,0.898,7,-4.481,0,0.0361,0.29,0.0,0.073,0.472,114.043,193377
18542,Lost In Japan - Remix,8410,Shawn Mendes,75,11622,Lost In Japan (Remix),2018-09-27,Dance Pop,190,pop,dance pop,0.706,0.855,10,-5.377,1,0.215,0.0911,0.0,0.347,0.293,107.184,201253
25419,In Your Arms (with X Ambassadors),4031,ILLENIUM,75,17528,ASCEND,2019-08-16,Dance Pop,190,pop,dance pop,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036,220730
26416,I'm Not Alright,5633,Loud Luxury,55,9274,I'm Not Alright,2019-07-12,Dance Pop,190,pop,dance pop,0.876,0.856,4,-3.884,1,0.0486,0.0812,1.29e-06,0.457,0.685,121.991,185062
24661,SOS,743,Avicii,30,21243,SOS,2019-04-10,Dance Pop,190,pop,dance pop,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202
9407,Harder,4370,Jax Jones,62,4931,Snacks,2019-07-12,Dance Pop,190,pop,dance pop,0.906,0.832,5,-3.004,0,0.0718,0.0909,0.0,0.152,0.751,104.03,159753
523,The Middle,10426,Zedd,84,21998,The Middle,2018-01-23,Dance Pop,190,pop,dance pop,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732
6426,Wanted,6676,NOTD,70,17142,Wanted,2019-09-27,Dance Pop,190,pop,dance pop,0.693,0.674,5,-4.449,1,0.0723,0.185,0.0,0.0639,0.378,95.972,160998
24516,Crash Into Me,8793,Steve Aoki,37,7699,Crash Into Me,2019-07-12,Dance Pop,190,pop,dance pop,0.672,0.815,1,-6.476,0,0.0981,0.00246,0.0,0.577,0.341,115.033,226093
7032,Need Your Love (with Noah Kahan),3695,Gryffin,70,15122,Gravity,2019-10-24,Dance Pop,190,pop,dance pop,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,205787
24817,Good Things Fall Apart (with Jon Bellion),4031,ILLENIUM,74,12548,Good Things Fall Apart (with Jon Bellion),2019-05-13,Dance Pop,190,pop,dance pop,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,216668
19988,Don't Call Me Up,5859,Mabel,85,2620,Ivy To Roses (Mixtape),2019-01-18,Dance Pop,190,pop,dance pop,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480
6676,Nostalgic,106,A R I Z O N A,36,5246,Nostalgic,2019-06-18,Dance Pop,190,pop,dance pop,0.691,0.538,0,-9.952,1,0.103,0.246,0.163,0.178,0.329,99.972,182668
4920,Let It Be Me,8793,Steve Aoki,52,19751,Let It Be Me,2019-09-06,Dance Pop,190,pop,dance pop,0.661,0.758,7,-5.299,1,0.0864,0.0797,0.0,0.106,0.387,114.098,224061
26267,Lovers + Strangers,8747,Starley,58,6123,Lovers + Strangers,2019-10-11,Dance Pop,190,pop,dance pop,0.653,0.69,1,-5.003,1,0.0756,0.109,0.0,0.136,0.652,110.214,178501
8403,Sad Song (feat. TINI),344,Alesso,72,653,Sad Song (feat. TINI),2019-06-14,Dance Pop,190,pop,dance pop,0.734,0.693,0,-6.474,1,0.0361,0.0878,0.0,0.341,0.55,110.021,154024
15957,Sleepless Nights,10483,ayokay,64,21409,In the Shape of a Dream,2018-08-31,Dance Pop,190,pop,dance pop,0.663,0.696,11,-5.994,1,0.0349,0.0563,6.25e-06,0.226,0.449,139.98,197880
6594,Save Me Tonight,162,ARTY,63,2789,Save Me Tonight,2019-01-25,Dance Pop,190,pop,dance pop,0.55,0.899,5,-3.284,0,0.0458,0.0113,9.65e-05,0.137,0.408,125.85,170079
5000,Pretty Girl - Cheat Codes X CADE Remix,5905,Maggie Lindemann,77,4563,Pretty Girl (Cheat Codes X CADE Remix),2017-03-02,Dance Pop,190,pop,dance pop,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613
5786,No Sleep (feat. Bonn),6098,Martin Garrix,76,21263,No Sleep (feat. Bonn),2019-02-21,Dance Pop,190,pop,dance pop,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,207095
898,Feel Good (feat. Daya),3695,Gryffin,74,4921,Feel Good (feat. Daya),2017-03-03,Dance Pop,190,pop,dance pop,0.625,0.707,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,248156
20870,Endless Summer,1599,Cashae,56,22544,Endless Summer,2019-07-12,Dance Pop,190,pop,dance pop,0.625,0.719,4,-5.541,1,0.0612,0.048,0.0,0.0668,0.326,101.091,202072
11183,Faith (with Dolly Parton) [feat. Mr. Probz],3444,Galantis,77,4217,Faith (with Dolly Parton) [feat. Mr. Probz],2019-10-25,Dance Pop,190,pop,dance pop,0.547,0.795,8,-3.721,1,0.0489,0.145,0.0,0.11,0.723,118.118,186805
