track_id,track_name,track_artist_id,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre
19999,All My Friends - Eden Prince Remix,133,AJ Mitchell,60,13868,All My Friends (Eden Prince Remix),2019-05-03,Pop Remix,235,pop,dance pop
12632,Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,2333,David Guetta,65,3437,Say My Name (feat. Bebe Rexha & J Balvin) [Lucas & Steve Remix],2018-12-28,Pop Remix,235,pop,dance pop
1008,Dancing With A Stranger (With Normani) - Cheat Codes Remix,8195,Sam Smith,69,6850,Dancing With A Stranger (With Normani) [Cheat Codes Remix],2019-03-08,Pop Remix,235,pop,dance pop
10591,Let It Be Me - Sondr Remix,8793,Steve Aoki,35,456,Let It Be Me (Remixes),2019-10-18,Pop Remix,235,pop,dance pop
15994,Heaven - David Guetta & MORTEN Remix,743,Avicii,70,9133,Heaven (David Guetta & MORTEN Remix),2019-08-23,Pop Remix,235,pop,dance pop
11630,All Around The World (La La La) - Marnik Remix,7601,R3HAB,64,17087,All Around The World (La La La) [Marnik Remix],2019-08-23,Pop Remix,235,pop,dance pop
6478,Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,2333,David Guetta,62,4518,Don't Leave Me Alone (feat. Anne-Marie) [EDX's Indian Summer Remix],2019-05-08,Pop Remix,235,pop,dance pop
10687,Slow Dance (feat. Ava Max) - Sam Feldt Remix,133,AJ Mitchell,70,18656,Slow Dance (feat. Ava Max) [Sam Feldt Remix],2019-10-25,Pop Remix,235,pop,dance pop
17767,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,9215,The Chainsmokers,58,17305,Do You Mean - The Remixes (feat. Ty Dolla $ign & bülow),2019-05-24,Pop Remix,235,pop,dance pop
20471,Hold Me While You Wait - Steve Void Remix,5402,Lewis Capaldi,63,3968,Hold Me While You Wait (Steve Void Remix),2019-06-21,Pop Remix,235,pop,dance pop
8531,One Thing Right - Firebeatz Remix,6093,Marshmello,66,3120,One Thing Right (Remixes),2019-08-09,Pop Remix,235,pop,dance pop
7265,Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,2893,Ellie Goulding,8,16333,Close To Me (Remixes),2019-02-01,Pop Remix,235,pop,dance pop
15870,So Am I - Toby Green Remix,730,Ava Max,62,14074,So Am I (Toby Green Remix),2019-05-23,Pop Remix,235,pop,dance pop
6209,When You Leave - Breathe Carolina Remix,6873,Nikki Vianna,30,18557,When You Leave (Breathe Carolina Remix),2019-04-19,Pop Remix,235,pop,dance pop
5769,Mother - Fedde Le Grand Remix,1677,Charlie Puth,56,7178,Mother (Fedde Le Grand Remix),2019-11-01,Pop Remix,235,pop,dance pop
16507,Signs - Eden Prince Remix,8747,Starley,56,6032,Signs (Eden Prince Remix),2018-11-30,Pop Remix,235,pop,dance pop
943,Ruin My Life - Steve James Remix,10416,Zara Larsson,58,19953,Ruin My Life (Remixes),2018-11-23,Pop Remix,235,pop,dance pop
25987,Torn - KREAM Remix,730,Ava Max,60,19422,Torn (KREAM Remix),2019-09-05,Pop Remix,235,pop,dance pop
27667,Quite Miss Home - Steve Void Remix,4294,James Arthur,60,12473,Quite Miss Home (Steve Void Remix),2019-11-22,Pop Remix,235,pop,dance pop
17740,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,5786,MAX,55,9431,Love Me Less (Remixes),2019-06-21,Pop Remix,235,pop,dance pop
18180,Happier - Matt Medved Remix,6093,Marshmello,59,11915,Happier (Remixes Pt. 2),2018-11-30,Pop Remix,235,pop,dance pop
26269,Side Effects - Fedde Le Grand Remix,9215,The Chainsmokers,63,10413,Side Effects - Remixes,2018-07-25,Pop Remix,235,pop,dance pop
24600,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],4031,ILLENIUM,67,5454,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],2019-07-12,Pop Remix,235,pop,dance pop
19971,Paradise - Bazzi vs. Black Caviar Remix,929,Bazzi vs.,55,1389,Paradise (Bazzi vs. Black Caviar Remix),2019-06-27,Pop Remix,235,pop,dance pop
21322,White Mercedes - EDX's Miami Sunset Remix,1675,Charli XCX,56,9146,White Mercedes (EDX's Miami Sunset Remix),2019-10-25,Pop Remix,235,pop,dance pop
24727,Higher Love,5170,Kygo,87,14389,Higher Love,2019-06-28,Pop Remix,235,pop,dance pop
10524,Unlove You,646,Armin van Buuren,62,19605,Unlove You,2019-10-18,Pop Remix,235,pop,dance pop
14393,bad guy (with Justin Bieber),1080,Billie Eilish,83,19656,bad guy (with Justin Bieber),2019-07-11,Pop Remix,235,pop,dance pop
14919,Freaking Me Out - Keanu Silva Remix,730,Ava Max,55,19991,Freaking Me Out (Keanu Silva Remix),2019-11-01,Pop Remix,235,pop,dance pop
11600,Heaven Can Wait - The Aston Shuffle Remix,8452,Sia,61,19375,Heaven Can Wait (The Aston Shuffle Remix),2019-05-24,Pop Remix,235,pop,dance pop
9973,When It Comes To You - Benny Benassi & BB Team Remix,8306,Sean Paul,56,3125,When It Comes To You (Remixes),2019-10-25,Pop Remix,235,pop,dance pop
25955,Gone - The Wild Remix,1675,Charli XCX,57,7112,Gone (The Wild Remix),2019-08-09,Pop Remix,235,pop,dance pop
22392,American Boy - Brooks Remix,2994,Estelle,56,8241,American Boy (Brooks Remix),2019-06-14,Pop Remix,235,pop,dance pop
506,Million Pieces - M-22 Remix,920,Bastille,53,13887,Million Pieces (M-22 Remix),2019-09-27,Pop Remix,235,pop,dance pop
4288,joy. (R3HAB Remix),10534,for KING & COUNTRY,56,7835,joy. (R3HAB Remix),2019-01-25,Pop Remix,235,pop,dance pop
21272,Crash Into Me - Settle Down Steavis Aoki Remix,8793,Steve Aoki,34,18247,Crash Into Me (Settle Down Steavis Aoki Remix),2019-11-12,Pop Remix,235,pop,dance pop
13650,Old Town Road - Diplo Remix,5454,Lil Nas X,74,17759,Old Town Road (Diplo Remix),2019-04-29,Pop Remix,235,pop,dance pop
21165,Lovers + Strangers - GATTÜSO Remix,8747,Starley,46,9336,Lovers + Strangers (GATTÜSO Remix),2019-11-15,Pop Remix,235,pop,dance pop
12191,Promises (with Sam Smith) - David Guetta Remix,1501,Calvin Harris,63,21646,Promises (with Sam Smith) [Remixes],2018-10-19,Pop Remix,235,pop,dance pop
9452,Flames (with ZAYN) - R3HAB & Skytech VIP Remix,7601,R3HAB,55,242,Flames (with ZAYN) (R3HAB & Skytech VIP Remix),2019-12-12,Pop Remix,235,pop,dance pop
14204,What Am I - SONDR Remix,10126,Why Don't We,52,4409,What Am I (SONDR Remix),2019-11-01,Pop Remix,235,pop,dance pop
6705,Cool Kids,7068,Olympis,67,4666,Cool Kids,2019-11-01,Pop Remix,235,pop,dance pop
19765,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,2170,DJ Snake,63,14196,Loco Contigo (with J. Balvin & Tyga) [Cedric Gervais Remix],2019-08-09,Pop Remix,235,pop,dance pop
25180,All Star - Breathe Carolina Remix,8581,Smash Mouth,60,16828,All Star (Breathe Carolina Remix),2019-08-23,Pop Remix,235,pop,dance pop
22569,Trampoline - Dave Audé Remix,8088,SHAED,45,8145,Melt (Deluxe),2019-12-27,Pop Remix,235,pop,dance pop
16083,Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,2333,David Guetta,58,15159,Stay (Don't Go Away) [feat. Raye] [Mark Knight Remix],2019-07-11,Pop Remix,235,pop,dance pop
6596,With You - Dexter Remix,4885,Kaskade,51,16365,With You - The Remixes,2019-09-12,Pop Remix,235,pop,dance pop
16930,Safety (feat. DJ Snake) - Dark Heart 2am Mix,3414,GASHI,58,9203,Safety (The Dark Heart Remixes) (feat. DJ Snake),2019-11-15,Pop Remix,235,pop,dance pop
22368,Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,929,Bazzi vs.,56,18433,Beautiful (feat. Camila Cabello) [Bazzi vs. EDX's Ibiza Sunrise Remix],2018-09-28,Pop Remix,235,pop,dance pop
14178,Talk - Disclosure VIP,4988,Khalid,60,11651,Talk (Disclosure VIP),2019-03-27,Pop Remix,235,pop,dance pop
15993,Spicy - Majestic Remix,3894,Herve Pagez,48,4164,Spicy (with Diplo & Charli XCX) [Remixes],2019-10-11,Pop Remix,235,pop,dance pop
22995,Don't Leave Me Lonely (feat. Yebba) - Claptone Remix,6071,Mark Ronson,56,21848,Don't Leave Me Lonely (feat. Yebba) [Claptone Remix],2019-10-04,Pop Remix,235,pop,dance pop
7697,Treehouse - R3HAB Remix,4294,James Arthur,56,18845,Treehouse (R3HAB Remix),2019-09-13,Pop Remix,235,pop,dance pop
22400,Hearts Ain't Gonna Lie - Eden Prince Remix,640,Arlissa,65,49,"Hearts Ain't Gonna Lie (Remixes, Pt. 1)",2018-02-09,Pop Remix,235,pop,dance pop
293,Call You Mine,9215,The Chainsmokers,39,4113,World War Joy,2019-05-31,Dance Pop,190,pop,dance pop
3025,Post Malone (feat. RANI),8189,Sam Feldt,83,11756,Magnets EP,2019-05-24,Dance Pop,190,pop,dance pop
20725,Here With Me,6093,Marshmello,83,18589,Here With Me,2019-03-08,Dance Pop,190,pop,dance pop
22702,Easier - Seeb Remix,68,5 Seconds of Summer,71,4040,Easier (Seeb Remix),2019-07-12,Dance Pop,190,pop,dance pop
15967,Sixteen,2893,Ellie Goulding,81,15031,Sixteen,2019-04-12,Dance Pop,190,pop,dance pop
19590,Never Really Over,4897,Katy Perry,85,9715,Never Really Over,2019-05-31,Dance Pop,190,pop,dance pop
15455,All You Need To Know (feat. Calle Lehmann),3695,Gryffin,76,2821,All You Need To Know (feat. Calle Lehmann),2019-03-27,Dance Pop,190,pop,dance pop
20139,I Miss Myself (with HRVY),6676,NOTD,71,788,I Miss Myself (with HRVY),2019-05-03,Dance Pop,190,pop,dance pop
14237,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,2782,Ed Sheeran,65,278,South of the Border (feat. Camila Cabello & Cardi B) [Sam Feldt Remix],2019-10-04,Dance Pop,190,pop,dance pop
25205,Takeaway (feat. Lennon Stella),9215,The Chainsmokers,67,3888,World War Joy...Takeaway,2019-07-24,Dance Pop,190,pop,dance pop
12331,All the Time,10416,Zara Larsson,74,14403,All the Time,2019-06-21,Dance Pop,190,pop,dance pop
15841,What I Like About You (feat. Theresa Rex),4606,Jonas Blue,81,19427,What I Like About You (feat. Theresa Rex),2019-03-22,Dance Pop,190,pop,dance pop
7120,With You,4885,Kaskade,71,188,With You,2019-06-14,Dance Pop,190,pop,dance pop
7220,Body Back (feat. Maia Wright),3695,Gryffin,75,10229,Body Back (feat. Maia Wright),2019-10-18,Dance Pop,190,pop,dance pop
23910,Not Ok,5170,Kygo,73,9533,Not Ok,2019-05-23,Dance Pop,190,pop,dance pop
21358,Ruin My Life,10416,Zara Larsson,79,6366,Ruin My Life,2018-10-18,Dance Pop,190,pop,dance pop
4090,I Wanna Know (feat. Bea Miller),6676,NOTD,74,8686,I Wanna Know (feat. Bea Miller),2018-03-16,Dance Pop,190,pop,dance pop
11652,Better With You,62,3LAU,63,12299,Better With You,2019-03-01,Dance Pop,190,pop,dance pop
14377,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",5170,Kygo,79,4631,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",2019-04-19,Dance Pop,190,pop,dance pop
23757,Polaroid,4606,Jonas Blue,16,20213,Blue,2018-11-09,Dance Pop,190,pop,dance pop
18542,Lost In Japan - Remix,8410,Shawn Mendes,75,11622,Lost In Japan (Remix),2018-09-27,Dance Pop,190,pop,dance pop
25419,In Your Arms (with X Ambassadors),4031,ILLENIUM,75,17528,ASCEND,2019-08-16,Dance Pop,190,pop,dance pop
26416,I'm Not Alright,5633,Loud Luxury,55,9274,I'm Not Alright,2019-07-12,Dance Pop,190,pop,dance pop
24661,SOS,743,Avicii,30,21243,SOS,2019-04-10,Dance Pop,190,pop,dance pop
9407,Harder,4370,Jax Jones,62,4931,Snacks,2019-07-12,Dance Pop,190,pop,dance pop
523,The Middle,10426,Zedd,84,21998,The Middle,2018-01-23,Dance Pop,190,pop,dance pop
6426,Wanted,6676,NOTD,70,17142,Wanted,2019-09-27,Dance Pop,190,pop,dance pop
24516,Crash Into Me,8793,Steve Aoki,37,7699,Crash Into Me,2019-07-12,Dance Pop,190,pop,dance pop
7032,Need Your Love (with Noah Kahan),3695,Gryffin,70,15122,Gravity,2019-10-24,Dance Pop,190,pop,dance pop
24817,Good Things Fall Apart (with Jon Bellion),4031,ILLENIUM,74,12548,Good Things Fall Apart (with Jon Bellion),2019-05-13,Dance Pop,190,pop,dance pop
19988,Don't Call Me Up,5859,Mabel,85,2620,Ivy To Roses (Mixtape),2019-01-18,Dance Pop,190,pop,dance pop
6676,Nostalgic,106,A R I Z O N A,36,5246,Nostalgic,2019-06-18,Dance Pop,190,pop,dance pop
4920,Let It Be Me,8793,Steve Aoki,52,19751,Let It Be Me,2019-09-06,Dance Pop,190,pop,dance pop
26267,Lovers + Strangers,8747,Starley,58,6123,Lovers + Strangers,2019-10-11,Dance Pop,190,pop,dance pop
8403,Sad Song (feat. TINI),344,Alesso,72,653,Sad Song (feat. TINI),2019-06-14,Dance Pop,190,pop,dance pop
15957,Sleepless Nights,10483,ayokay,64,21409,In the Shape of a Dream,2018-08-31,Dance Pop,190,pop,dance pop
6594,Save Me Tonight,162,ARTY,63,2789,Save Me Tonight,2019-01-25,Dance Pop,190,pop,dance pop
5000,Pretty Girl - Cheat Codes X CADE Remix,5905,Maggie Lindemann,77,4563,Pretty Girl (Cheat Codes X CADE Remix),2017-03-02,Dance Pop,190,pop,dance pop
5786,No Sleep (feat. Bonn),6098,Martin Garrix,76,21263,No Sleep (feat. Bonn),2019-02-21,Dance Pop,190,pop,dance pop
898,Feel Good (feat. Daya),3695,Gryffin,74,4921,Feel Good (feat. Daya),2017-03-03,Dance Pop,190,pop,dance pop
20870,Endless Summer,1599,Cashae,56,22544,Endless Summer,2019-07-12,Dance Pop,190,pop,dance pop
11183,Faith (with Dolly Parton) [feat. Mr. Probz],3444,Galantis,77,4217,Faith (with Dolly Parton) [feat. Mr. Probz],2019-10-25,Dance Pop,190,pop,dance pop
12131,Think About You,5170,Kygo,71,17300,Think About You,2019-02-14,Dance Pop,190,pop,dance pop
26566,Party For One,1571,Carly Rae Jepsen,64,6117,Dedicated,2019-05-17,Dance Pop,190,pop,dance pop
12198,Ritual,9605,Tiësto,82,1887,Ritual,2019-05-31,Dance Pop,190,pop,dance pop
19467,Electricity (with Dua Lipa),8480,Silk City,81,11783,Electricity (with Dua Lipa),2018-09-06,Dance Pop,190,pop,dance pop
23320,Lie,8383,Shallou,41,14301,Lie,2018-01-25,Dance Pop,190,pop,dance pop
6371,I Found You (with Calvin Harris),10492,benny blanco,62,21504,FRIENDS KEEP SECRETS,2018-12-07,Dance Pop,190,pop,dance pop
20360,Now That I Found You,1571,Carly Rae Jepsen,5,5749,Now That I Found You / No Drug Like Me,2019-02-27,Dance Pop,190,pop,dance pop
15113,All Comes Back To You,7601,R3HAB,72,17131,All Comes Back To You,2019-10-25,Dance Pop,190,pop,dance pop
14982,Need U,2197,DVBBS,24,8695,Need U,2019-08-16,Dance Pop,190,pop,dance pop
88,First Love,5622,Lost Kings,58,22211,First Love,2017-10-13,Dance Pop,190,pop,dance pop
22447,Something Real,646,Armin van Buuren,65,11796,Something Real,2019-07-12,Dance Pop,190,pop,dance pop
3570,TIME,344,Alesso,64,10608,ALESSO MIXTAPE - PROGRESSO VOLUME 1,2019-03-08,Dance Pop,190,pop,dance pop
7521,Something About You (with Rudimental),2849,Elderbrook,53,2838,Distinction EP,2019-08-09,Dance Pop,190,pop,dance pop
16624,Home (feat. Bonn),6098,Martin Garrix,72,4781,Home (feat. Bonn),2019-08-16,Dance Pop,190,pop,dance pop
2454,Simple (STVW Remix),3041,FANNYPACK,39,9481,Simple (STVW Remix),2019-04-12,Dance Pop,190,pop,dance pop
25286,Sorry,4547,Joel Corry,75,4180,Sorry,2019-04-05,Dance Pop,190,pop,dance pop
18431,Spicy (with Diplo & Charli XCX),3894,Herve Pagez,60,21198,Spicy (with Diplo & Charli XCX),2019-05-30,Dance Pop,190,pop,dance pop
24614,The Upside (feat. Elle King),5489,Lindsey Stirling,18,3486,The Upside (feat. Elle King) / The Upside / Underground,2019-08-02,Dance Pop,190,pop,dance pop
25050,Stay,10426,Zedd,79,3813,Stay,2017-02-23,Dance Pop,190,pop,dance pop
5150,Million Voices,646,Armin van Buuren,60,16393,Balance,2019-10-25,Dance Pop,190,pop,dance pop
17948,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2170,DJ Snake,83,1649,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,Dance Pop,190,pop,dance pop
26040,Closer (feat. Halsey),9215,The Chainsmokers,85,2550,Closer (feat. Halsey),2016-07-29,Dance Pop,190,pop,dance pop
8308,Say My Name (feat. Zyra) - RAC Mix,6992,ODESZA,47,21014,Say My Name Remixes,2014-10-13,Dance Pop,190,pop,dance pop
21792,Clarity,10426,Zedd,74,21836,Clarity,2012-01-01,Dance Pop,190,pop,dance pop
24484,Solo (feat. Demi Lovato),1878,Clean Bandit,80,5409,Solo (feat. Demi Lovato),2018-05-17,Dance Pop,190,pop,dance pop
13308,Scared to Be Lonely,6098,Martin Garrix,81,8566,Scared to Be Lonely,2017-01-27,Dance Pop,190,pop,dance pop
27239,Friends (with BloodPop®),4736,Justin Bieber,76,21741,Friends (with BloodPop®),2017-08-17,Dance Pop,190,pop,dance pop
24039,RITMO (Bad Boys For Life),9188,The Black Eyed Peas,96,18170,RITMO (Bad Boys For Life),2019-10-12,Dance Pop,190,pop,dance pop
19469,Promises (with Sam Smith),1501,Calvin Harris,84,8500,Promises (with Sam Smith),2018-08-17,Dance Pop,190,pop,dance pop
3023,Turn Me On (feat. Vula),7892,Riton,86,21985,Turn Me On (feat. Vula),2019-09-13,Dance Pop,190,pop,dance pop
24450,Light,8218,San Holo,68,13808,Light,2017-02-10,Dance Pop,190,pop,dance pop
25734,2U,2333,David Guetta,66,713,2U,2017-06-09,Dance Pop,190,pop,dance pop
23370,Something Just Like This,9215,The Chainsmokers,83,12587,Memories...Do Not Open,2017-04-07,Dance Pop,190,pop,dance pop
27010,One Kiss (with Dua Lipa),1501,Calvin Harris,85,21084,One Kiss (with Dua Lipa),2018-04-06,Dance Pop,190,pop,dance pop
14455,Heroes (we could be),344,Alesso,73,2642,Forever,2015-05-26,Dance Pop,190,pop,dance pop
3707,It Ain’t Me (with Selena Gomez),5170,Kygo,69,13124,It Ain't Me,2017-02-17,Dance Pop,190,pop,dance pop
17263,Let Me Love You (Until You Learn To Love Yourself),6756,Ne-Yo,69,12489,R.E.D. (Deluxe Edition),2012-01-01,Dance Pop,190,pop,dance pop
2742,Let Me Love You,2170,DJ Snake,81,154,Encore,2016-08-05,Dance Pop,190,pop,dance pop
14268,Roses,9215,The Chainsmokers,73,6616,Roses,2015-06-16,Dance Pop,190,pop,dance pop
8825,Stay The Night - Featuring Hayley Williams Of Paramore,10426,Zedd,61,14416,Clarity (Deluxe),2012,Dance Pop,190,pop,dance pop
4287,Latch,2545,Disclosure,19,4636,Settle,2013-01-01,Dance Pop,190,pop,dance pop
14125,Flames,2333,David Guetta,57,7222,7,2018-09-14,Dance Pop,190,pop,dance pop
519,Sorry,4736,Justin Bieber,81,18225,Purpose (Deluxe),2015-11-13,Dance Pop,190,pop,dance pop
2182,This Is What You Came For,1501,Calvin Harris,79,11203,This Is What You Came For,2016-04-29,Dance Pop,190,pop,dance pop
17043,Wake Me Up,743,Avicii,84,5491,True,2013-01-01,Dance Pop,190,pop,dance pop
848,In My Mind,2721,Dynoro,84,4773,In My Mind,2018-06-08,Dance Pop,190,pop,dance pop
2727,Titanium (feat. Sia),2333,David Guetta,66,16313,Nothing but the Beat 2.0,2011-08-26,Dance Pop,190,pop,dance pop
2843,Where Are Ü Now,8543,Skrillex,8,18225,Purpose (Deluxe),2015-11-13,Dance Pop,190,pop,dance pop
17669,Firework,4897,Katy Perry,64,7756,Teenage Dream,2010-01-01,Dance Pop,190,pop,dance pop
1026,Mi Gente (feat. Beyoncé),4172,J Balvin,61,14752,Mi Gente (feat. Beyoncé),2017-09-28,Dance Pop,190,pop,dance pop
4971,Don't You Worry Child - Radio Edit,8909,Swedish House Mafia,27,7014,Until Now,2012-01-01,Dance Pop,190,pop,dance pop
5568,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",4742,Justin Timberlake,74,17731,TROLLS (Original Motion Picture Soundtrack),2016-09-23,Dance Pop,190,pop,dance pop
26089,Anything Could Happen,2893,Ellie Goulding,57,12021,Halcyon,2012-01-01,Dance Pop,190,pop,dance pop
1952,Poker Face,5277,Lady Gaga,69,6561,The Fame,2008-01-01,Dance Pop,190,pop,dance pop
7438,How Deep Is Your Love,1501,Calvin Harris,77,10569,How Deep Is Your Love,2015-07-17,Dance Pop,190,pop,dance pop
21824,In Your Eyes (feat. Alida),7939,Robin Schulz,74,20840,In Your Eyes (feat. Alida),2020-01-10,Dance Room,207,pop,dance pop
23512,Wish You Well (with Sigala),8468,Sigala,5,5648,Get To Know,2019-09-27,Dance Room,207,pop,dance pop
9354,With You - LöKii Remix,4885,Kaskade,57,16365,With You - The Remixes,2019-09-12,Dance Room,207,pop,dance pop
1391,Dive,3966,Hot Shade,68,6475,Dive,2019-12-20,Dance Room,207,pop,dance pop
20626,No Goodbye,7300,Paul Kalkbrenner,65,5078,No Goodbye,2019-07-26,Dance Room,207,pop,dance pop
13216,Work,5842,MOTi,58,21072,Work,2019-01-25,Dance Room,207,pop,dance pop
1786,Instagram,2520,Dimitri Vegas & Like Mike,81,21052,Instagram,2019-07-05,Dance Room,207,pop,dance pop
13838,Better Off Without You (feat. Shift K3Y),953,Becky Hill,68,18363,Better Off Without You (feat. Shift K3Y),2020-01-10,Dance Room,207,pop,dance pop
8304,Butterfly,6472,Molella,43,8989,Butterfly,2019-06-21,Dance Room,207,pop,dance pop
18681,All The Love You Got,5842,MOTi,57,21755,All The Love You Got,2019-12-20,Dance Room,207,pop,dance pop
18994,Call You Mine - Asketa & Natan Chaim Remix,9215,The Chainsmokers,58,5293,Call You Mine - The Remixes,2019-07-19,Dance Room,207,pop,dance pop
19458,Love Is Not Enough,3415,GATTÜSO,58,14055,Love Is Not Enough,2019-12-19,Dance Room,207,pop,dance pop
26098,Lose Control,5809,MEDUZA,91,5422,Lose Control,2019-10-11,Dance Room,207,pop,dance pop
4342,I Wanna Dance,4606,Jonas Blue,67,11116,I Wanna Dance,2019-07-19,Dance Room,207,pop,dance pop
16675,After The Landslide - Club Remix,6162,Matt Simons,42,16421,After The Landslide (Remix),2019-09-19,Dance Room,207,pop,dance pop
18747,Midnight Hour with Boys Noize & Ty Dolla $ign,8543,Skrillex,70,17727,Midnight Hour with Boys Noize & Ty Dolla $ign,2019-08-29,Dance Room,207,pop,dance pop
11705,Pon de Replay,2780,Ed Marquis,64,9385,Pon de Replay,2017-04-28,Dance Room,207,pop,dance pop
26305,So Close,6676,NOTD,79,13289,So Close (feat. Georgia Ku),2018-11-02,Dance Room,207,pop,dance pop
20731,Look Into My Eyes,1288,Brando,48,20976,Look Into My Eyes,2020-01-10,Dance Room,207,pop,dance pop
24408,Not in Control,3578,Glaceo,53,16959,Not in Control,2019-12-20,Dance Room,207,pop,dance pop
25927,BLUE,9605,Tiësto,75,4519,BLUE,2019-12-13,Dance Room,207,pop,dance pop
22089,Don't Waste My Time,4990,Kharfi,46,13939,Don't Waste My Time,2019-11-08,Dance Room,207,pop,dance pop
17941,Beat Of My Heart,5621,Lost Frequencies,67,18597,Alive And Feeling Fine,2019-10-04,Dance Room,207,pop,dance pop
14187,Don't Start Now - Kungs Remix,2673,Dua Lipa,65,13933,Don't Start Now (Kungs Remix),2019-12-18,Dance Room,207,pop,dance pop
7851,Drunken Truth,8806,Steve Void,56,6375,The Seed EP,2019-12-20,Dance Room,207,pop,dance pop
8128,Jacques,4370,Jax Jones,42,13833,Jacques,2019-08-28,Dance Room,207,pop,dance pop
11564,Something Real,646,Armin van Buuren,58,16393,Balance,2019-10-25,Dance Room,207,pop,dance pop
16514,Stay (Don't Go Away) [feat. Raye],2333,David Guetta,74,14905,Stay (Don't Go Away) [feat. Raye],2019-05-09,Dance Room,207,pop,dance pop
26160,Solid Gold,7184,PNAU,65,10736,Solid Gold,2019-05-02,Dance Room,207,pop,dance pop
9375,One Life,6378,Mike Perry,64,6641,One Life,2019-09-27,Dance Room,207,pop,dance pop
21874,All ‘Bout The Money,3043,FAULHABER,51,10645,All ‘Bout The Money,2019-10-18,Dance Room,207,pop,dance pop
